LOCATION,Country,SEX,Sex,AGE,Age,VAR,Variant,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CHN,China (People's Republic of),MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,425714.9,,
CHN,China (People's Republic of),MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,420062.8,,
CHN,China (People's Republic of),MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,414826.2,,
CHN,China (People's Republic of),MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,410310.8,,
CHN,China (People's Republic of),MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,406454.5,,
CHN,China (People's Republic of),MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,403160,,
CHN,China (People's Republic of),MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,400372.8,,
CHN,China (People's Republic of),FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,380512.9,,
CHN,China (People's Republic of),FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,374390.5,,
CHN,China (People's Republic of),FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,368990.7,,
CHN,China (People's Republic of),FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,364334.3,,
CHN,China (People's Republic of),FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,360364.1,,
CHN,China (People's Republic of),FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,357024,,
CHN,China (People's Republic of),FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,354209.6,,
CHN,China (People's Republic of),FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,351860.3,,
CHN,China (People's Republic of),TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,812616.6,,
CHN,China (People's Republic of),TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,800107.8,,
CHN,China (People's Republic of),TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,789053.5,,
CHN,China (People's Republic of),TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,779163.1,,
CHN,China (People's Republic of),TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,770678.2,,
CHN,China (People's Republic of),TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,763481.3,,
CHN,China (People's Republic of),TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,757370.9,,
CHN,China (People's Republic of),TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,752233,,
IND,India,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,568112.9,,
IND,India,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,567886.1,,
IND,India,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,567591,,
IND,India,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,566706.9,,
IND,India,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,565819.1,,
IND,India,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,564923.9,,
IND,India,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,564023.5,,
IND,India,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,563110.1,,
IND,India,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,528949.3,,
IND,India,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,528649.3,,
IND,India,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,528272.7,,
IND,India,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,527652.9,,
IND,India,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,527008.1,,
IND,India,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,526313.9,,
IND,India,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,525549.4,,
IND,India,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,524701.2,,
IND,India,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,1097063,,
IND,India,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,1096536,,
IND,India,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,1095864,,
IND,India,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,1094360,,
IND,India,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,1092828,,
IND,India,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,1091239,,
IND,India,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,1089574,,
IND,India,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,1087811,,
IDN,Indonesia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,106763.7,,
IDN,Indonesia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,106961.9,,
IDN,Indonesia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,107121.7,,
IDN,Indonesia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,107189.4,,
IDN,Indonesia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,107234.8,,
IDN,Indonesia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,107250.5,,
IDN,Indonesia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,107229.8,,
IDN,Indonesia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,107168.5,,
IDN,Indonesia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,103970.7,,
IDN,Indonesia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,104052.7,,
IDN,Indonesia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,104102.1,,
IDN,Indonesia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,104139.7,,
IDN,Indonesia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,104155.4,,
IDN,Indonesia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,104140.1,,
IDN,Indonesia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,104085.1,,
IDN,Indonesia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,103985.2,,
IDN,Indonesia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,210734.7,,
IDN,Indonesia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,211014.9,,
IDN,Indonesia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,211223.8,,
IDN,Indonesia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,211329.4,,
IDN,Indonesia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,211390.6,,
IDN,Indonesia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,211391.1,,
IDN,Indonesia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,211315.2,,
IDN,Indonesia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,211153.7,,
LVA,Latvia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,486.601,,
LVA,Latvia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,482.267,,
LVA,Latvia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,478.775,,
LVA,Latvia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,475.289,,
LVA,Latvia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,472.541,,
LVA,Latvia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,470.608,,
LVA,Latvia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,469.58,,
LVA,Latvia,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,469.465,,
LVA,Latvia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,489.051,,
LVA,Latvia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,483.461,,
LVA,Latvia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,478.651,,
LVA,Latvia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,474.501,,
LVA,Latvia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,470.98,,
LVA,Latvia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,468.209,,
LVA,Latvia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,466.314,,
LVA,Latvia,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,465.329,,
LVA,Latvia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,975.664,,
LVA,Latvia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,965.735,,
LVA,Latvia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,957.426,,
LVA,Latvia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,949.799,,
LVA,Latvia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,943.535,,
LVA,Latvia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,938.83,,
LVA,Latvia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,935.902,,
LVA,Latvia,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,934.794,,
ZAF,South Africa,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,21780.79,,
ZAF,South Africa,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,21812.63,,
ZAF,South Africa,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,21849.5,,
ZAF,South Africa,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,21867.65,,
ZAF,South Africa,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,21891.1,,
ZAF,South Africa,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,21919.77,,
ZAF,South Africa,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,21953.98,,
ZAF,South Africa,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,21993.22,,
ZAF,South Africa,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,21414.44,,
ZAF,South Africa,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,21437.76,,
ZAF,South Africa,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,21462.28,,
ZAF,South Africa,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,21480.83,,
ZAF,South Africa,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,21499.6,,
ZAF,South Africa,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,21519.39,,
ZAF,South Africa,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,21541.62,,
ZAF,South Africa,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,21566.53,,
ZAF,South Africa,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,43195.19,,
ZAF,South Africa,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,43250.36,,
ZAF,South Africa,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,43311.78,,
ZAF,South Africa,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,43348.48,,
ZAF,South Africa,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,43390.7,,
ZAF,South Africa,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,43439.15,,
ZAF,South Africa,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,43495.6,,
ZAF,South Africa,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,43559.75,,
WLD,World,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,3096023,,
WLD,World,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,3102383,,
WLD,World,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,3109526,,
WLD,World,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,3116031,,
WLD,World,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,3123420,,
WLD,World,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,3131601,,
WLD,World,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,3140450,,
WLD,World,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,3149863,,
WLD,World,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,2967203,,
WLD,World,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,2972574,,
WLD,World,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,2978600,,
WLD,World,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,2985667,,
WLD,World,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,2993398,,
WLD,World,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,3001700,,
WLD,World,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,3010428,,
WLD,World,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,3019458,,
WLD,World,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,6063240,,
WLD,World,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,6074966,,
WLD,World,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,6088126,,
WLD,World,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,6101709,,
WLD,World,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,6116834,,
WLD,World,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,6133315,,
WLD,World,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,6150887,,
WLD,World,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,6169321,,
CAN,Canada,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,13446.2,,
CAN,Canada,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,13512,,
CAN,Canada,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,13573.4,,
CAN,Canada,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,13638.4,,
CAN,Canada,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,13710.3,,
CAN,Canada,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,13787.9,,
CAN,Canada,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,13871,,
CAN,Canada,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,13957.5,,
CAN,Canada,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,13465.7,,
CAN,Canada,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,13535.3,,
CAN,Canada,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,13599.5,,
CAN,Canada,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,13665.2,,
CAN,Canada,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,13735.9,,
CAN,Canada,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,13812.8,,
CAN,Canada,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,13895.8,,
CAN,Canada,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,13982.6,,
CAN,Canada,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,26912.2,,
CAN,Canada,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,27047.2,,
CAN,Canada,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,27172.7,,
CAN,Canada,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,27303.7,,
CAN,Canada,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,27446.5,,
CAN,Canada,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,27600.7,,
CAN,Canada,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,27766.6,,
CAN,Canada,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,27940,,
CZE,Czech Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,2462.465,,
CZE,Czech Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,2442.315,,
CZE,Czech Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,2423.599,,
CZE,Czech Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,2405.344,,
CZE,Czech Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,2389.341,,
CZE,Czech Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,2375.441,,
CZE,Czech Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,2364.811,,
CZE,Czech Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,2359.376,,
CZE,Czech Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,2354.652,,
CZE,Czech Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,2331.757,,
CZE,Czech Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,2310.208,,
CZE,Czech Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,2289.563,,
CZE,Czech Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,2271.676,,
CZE,Czech Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,2255.86,,
CZE,Czech Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,2243.49,,
CZE,Czech Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,2236.949,,
CZE,Czech Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,4817.117,,
CZE,Czech Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,4774.072,,
CZE,Czech Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,4733.808,,
CZE,Czech Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,4694.907,,
CZE,Czech Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,4661.016,,
CZE,Czech Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,4631.3,,
CZE,Czech Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,4608.301,,
